BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				El vino parecía fuego contemplando el retazo enorme luminoso del verano. Sisamón cogió entonces el frasco y dijo:
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Entoces fue cuando se comprobó que había resbalado la cuerda. El viejo pasaba las manos sobre el muro ¿la ve? Era como un vacío. José Gracia dijo se ha debido soltar hacia la calle. Seguían tanteando. A la derecha tampoco, pues no está. Sisamón había pasado a ayudarle y al final había encontrado sus manos.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— Es muy corto este Albertín —dijo Sisamón— igual dispara y después vaya usted a decir algo o a reclamar... hemos tomado más de un vino los dos juntos.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				el oficial Andrés Carrato se imaginaba que se trataba de una evasión ¿y quién podía ser el protagonista del suceso? había corrido por la galería principal repitiendo el nombre de Sisamón. Al llegar a su celda la había abierto. No había nadie, gritaba que no podía ser otro. Vidal en el compartimiento vecino dijo ¿es Sisamón? al pasar asintió y luego, comprendiendo que no tenía que darle ninguna explicación, replicó ¿y a usted qué le importa? ¿quién le manda hablar después del toque de silencio? En todas las celdas las manos de los hombres se asomaban a las rejas. Andrés Carrato fue a
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				nada, usted se queda aquí! repitiéndolo en un tono de voz que llegaba a todas partes, ¿sabe lo que quiere ése? que me ponga de pie para figurar él en el historial de la cárcel ¡pues va bueno! ¿ha visto? ¿cree que le tengo miedo? un día le dije que esto podría pasar, ya se dará cuenta y  aunque dispare no es capaz de acertar en el blanco. Bajaba la voz el tono se hacía confidencial, además mire en la misa de usted se habrá dado cuenta que he recibido al Señor, ¡a Dios le estoy diciendo, coño! no me mire
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				, usted póngase al trabajo eso es. Chamorro tomaba el pulso al viejo. El Habilitado no dejaba de hablar, mire cómo me ha puesto el traje, que parezco un Nazareno, ¿no es verdad? su propia voz le tranquilizaba y él lo sabía por eso prefería oír sus palabras, Chamorro dijo haga el favor, ¿no ve que así no hay modo? Con la sangre no se veía la lesión, podía ser grave pero tampoco lo podía asegurar.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				ya le hemos oído hombre no lo repita! ahora adentro ¡vamos,  vamos!, cruzaban el patio y todos se sabían observados por los reclusos detrás de las ventanas. Andrés Carrato gritaba ¡apaguen las luces nadie ha dado orden de que se interrumpa el silencio! y después poniéndose delante de Albertín Fanlo y de Chamorro dijo en voz baja por aquí a la enfermería, mirando de soslayo al Habilitado para ver si estaba de acuerdo con esa disposición y empezando a andar todos.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Cuando a José Gracia le dejaron ver a Sisamón él le dijo:
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				los compañeros porque me vino a visitar también el Habilitado y le aseguro que fue una escena emotiva, me llamó barrastas y hay que decir que me parece razonable que esté algo resentido... ésta ha sido una faena lo que se dice de altura ¡pero qué se le va a hacer! es lo que yo le dije, el preso se quiere ir y es natural... Después ya todo fue mejor se sentó allí donde está usted y me preguntó que cómo iba, que les había asustado a todos, que se alegraba de la recuperación... en cambio de usted habla peor, no le gusta que me haya acompañado, explica que no
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				cada uno es como es. Había que verle presumiendo de aires de liberal y hablando de la situación penitenciaria del país ¿y a mí qué me importa la situación? lo que yo sé es lo que pasa aquí... en líneas generales quedó muy bien todo. Preguntó cómo se llamaba usted, se lo dije, al hombre se le veía venir... de vez en cuando añadía no tiene que temer nada o ¿quiere que hablemos en otra ocasión? y continuaba convencido de que a mí me habían hecho la puñeta ¿no es verdad? ¡hombre! pues por una parte sí y por otra no. Aquí hay de todo ¿
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¡Ah, maluco! —dijo Gaudioso— ¿y qué va a conseguir con eso? ¿han visto el desvalido con aires de hacendado?
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¿Y usted? —dijo Vidal, dirigiéndose a José Gracia.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				todo estaba en regla. Se acercó a la ventana. El sol era el mismo y derretía las piedras, la calle estaba desierta no pasaban ni hombres ni mujeres ni sacerdotes. Cogió el pequeño equipaje y salió después de dar la mano a Bienvenido Arcéiz. En la galería los hombres en las celdas le gritaban. Justo Abad dijo ¡qué suerte tienes cabrón! y al pasar por delante de Tomás Lapieza él le hizo señas para que se acercara, tenía un sobre en la mano.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Andrés Carrato se había detenido, una de las cerrajas de la maleta está abierta. Manipulaba en ella de rodillas y parte de la ropa se desbordaba. El Adjunto dijo ¡vaya por Dios! mire lo que pasa Modesto, venga aquí. Entre los tres colocaban las prendas en orden. Ángel Arbués no dejaba de hablar, lo que se temía era que algunos quisieran saber más  de la cuenta. Las cosas en la vida se complicaban y un suceso en apariencia poco importante podía dar lugar
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Ya había obtenido la libertad. Estaba en la Avenida de América y no comprendía cómo podía ir de un lado a otro sin que alguien lo llegase a impedir. Se acercó a un guardia y le preguntó por la calle próxima sólo para ver su reacción. El guardia dijo tuerza a la izquierda está allí. Dio las gracias y él le saludó a la manera militar con simpatía, ya lejos le indicó levantando la voz por allí, por allí, tuerza a la izquierda. Estaba en la calle de Fray Julián Garcés, unas mujeres le preguntaron la hora, no tenía reloj ¿y más
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				izquierda está allí. Dio las gracias y él le saludó a la manera militar con simpatía, ya lejos le indicó levantando la voz por allí, por allí, tuerza a la izquierda. Estaba en la calle de Fray Julián Garcés, unas mujeres le preguntaron la hora, no tenía reloj ¿y más o menos? dijo una de ellas, ¿no sabe la hora que puede ser? Entró a tomar un vino en el bar de Martín, el propietario quería saber lo que quería y le llamaba señor, ¿qué va a tomar el señor?, la voz era normal sin nada que significara extrañeza. José Gracia miró su figura en
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				prieto... Allí todo representaba la seguridad. Compró dos botellas de vino en la tienda antes de entrar en su casa. El vendedor le saludaba sin poder disimular su asombro. No servía de nada contarle que había estado de viaje, así que cuando le preguntó si necesitaba algo porque estamos todos para servir a los demás dijo que venía de la cárcel y él con las botellas de vino en la mano estuvo a punto de dejarlas caer respondiendo que la vida tenía esas cosas y preguntando si devolvería las botellas... Dentro de la casa no había grandes cambios, el recuerdo de Francia estaba en todo. Una ventana seguía abierta y se golpeaba
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				repitió su nombre. Una ola de tranquilidad venía de lejos. Era como si se hubiese echado en una playa caliente en un atardecer soñado, no había nada que temer, la seguridad le ganaba, el miedo había quedado atrás y el agua tibia del mar mojaba al principio los pies en olas ascendentes, dijo sí Francia, y el sufrimiento universal desapareció, sólo había sonrisas de niños y juegos venturosos frente a un paisaje de árboles y bosques que crecían en la tierra, Dios existía. El agua llegaba por encima de sus  piernas y él estaba conforme con que fuera así, no tenía más que avanzar en el mar que era
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				l convencimiento de que estaba en el buen camino. Al sonreír se le veía un diente dorado. Se sentía impulsado a ir hasta él para hablarle. (Es de conocimiento general que un religioso debe auxiliar espiritualmente a cualquiera.) Se anudó la corbata, se abrochó  la camisa. Cuando el sacerdote salía dijo eh oiga, sin conseguir que se volviera.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				veía que no sabía qué decirle. Es distinto cuando se es un superior entonces se expresa uno con mayor soltura, pero José Gracia venía de la calle y no llevaba el uniforme lo que significaba lo mismo que decir que era un ciudadano normal ¿de qué se le podía hablar? ¡pues por aquí estamos! dijo ¿le van bien las cosas? en su trabajo me refiero, ¿le van bien? José Gracia miraba hacia delante. En el patio jugaban los presos con sus uniformes de invierno (en eso consistía el único cambio). La muralla del fondo resultaba tan familiar como siempre. En la oficina de Administración Modesto Laborda
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				él se declaraba inocente ¿por qué me sancionan? como si no lo supiera ¿es usted el que me castiga o la orden viene de arriba? naturalmente que venía del Director pero decía que no era sólo eso porque había un mandamiento superior ¿se refería a la ley? tampoco resultaba suficiente, el Capellán dijo que era Dios pero no pareció creerlo. Usted imagine la escena. José Gracia lo intentaba. ¿Qué valía más la oración de Segundo Mainar o la de Felisa Auria? ¿o la misma que había celebrado el Capellán por Francia? En cualquier caso no había habido muertos en las filas y como había dicho el religioso era obra de
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	allí y se dirigiera exclusivamente a mi madre. Tal vez por ese motivo ella frunciera el entrecejo y hurtara su rostro a mi inspección. Fingía contemplar el mar (aquel día tenía horizonte), el cielo, los barcos... Y yo veía su escorzo; únicamente su escorzo. «Carlitos es inteligente como su padre —dijo—; estoy segura de que tendrá buenas notas.» Otra vez sacaban a relucir el muerto de la fotografía. Otra vez la esquela, la sonrisa desvaída, y el vago recuerdo de su bigote cosquilleando mi mejilla.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Fue entonces cuando me alcanzó la bala. Llegó inesperadamente, a traición, pese al balcón cerrado y a las precauciones de mi  madre. Fue un impacto directo, extraño, que se metía en mí con la lentitud de los asombros sordos y voraces. Mi madre dijo:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Hace calor —dijo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Dijo luego como si tal cosa:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Paco torció la cabeza: cavilaba. Quería hallar una respuesta inteligente (entonces Paco todavía se esforzaba por defender una ética que más tarde llegó a perder totalmente). Pero sólo dijo:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Es posible —dije.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Lo dijo claramente. Tan claramente que a menudo, pese a los años transcurridos, sigo escuchando aquella frase. Quedaron sus dedos inmóviles hasta que oyó mi respuesta: la aguja suspendida entre el pulgar y el índice, la tela rosada del vestido, enrojeciendo sus yemas: «Diez percebes...»
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Y llegaron las censuras: no podía evitarlas. Me dije que nadie con sentido común y medianamente decente vivía como estaba viviendo mi madre: de espaldas a la fe, hablando de Dios como si fuera un objeto remoto, pero eso sí: encendiendo lamparillas de aceite a la imagen de una Virgen cuando el peligro asomaba. Y, para reforzar mi teoría, volví a refugiarme en
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— No importa —dijo el padre Celestino—. Te veo hecho un lío y quisiera ayudarte.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Lo dije con insolencia. Años atrás jamás me hubiera atrevido a responder de aquel modo a un cura. El padre Celestino frunció ligeramente el entrecejo, pero no se inmutó:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	era todavía vaga: todavía podía confundirse con un sano e inocente afán de medrar. Pero ¿cómo  explicar todo aquello? Casi todo eran sensaciones: «Fealings» decían los ingleses. Y las sensaciones no tenían normas para ser expresadas. Era todo difícil, complicado. Salí del apuro como pude. Le dije la verdad a medias:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Aquí sobras —le dijo su hermano—; conque ¡ya te estás largando!
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Ese disco es una porquería —dije deteniendo el mecanismo del fonógrafo. Y nos metimos de lleno en otra ocupación, como si no hubiera ocurrido nada y Lolita jamás hubiese incordiado.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Pero si eres tú —le dije asombrado.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	La meta: de nuevo surgía la meta. La que se basaba en la gente influyente, la que me permitía soñar con escalar peldaños. Recordé otra vez que «los Hondero eran brillantes e inteligentes» y me dije que no tenía por qué arredrarme ante unos tipos como los Moraldo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	«No quisiera vomitar en el tranvía.» «Nadie está limpio de culpa», pensé: «Ni mi padre, ni el tío Lorenzo, ni el tío Rodolfo, ni miss Dory...» ¿Por qué? ¿Por qué nadie era limpio? Tal vez el padre Celestino lo fuera... Afortunadamente, me dije, no me habían visto. Las represalias hubieran sido feroces. Fin de los domingos con Paco y Lolita. Fin del comedor con sus  cubiertos-jeroglíficos que ya sabía utilizar. Fin de mis idas y venidas por la ciudad con el Renault. Fin del camino que debía conducirme a la meta. No me
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Efectivamente, era ya un hombre. Un hombre con todos los atributos de los demás; descreído, desilusionado y escéptico. Ignoro si el padre Celestino lo dijo para halagarme. No me halagó. La toma de conciencia de mi hombría era demasiado dolorosa.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Tenía razón. Nadie es nunca como ha sido. Lo curioso del caso es que nos llamamos igual y nos consideramos los mismos y se nos juzga o se nos analiza por actos pasados y actitudes marchitas. Le dije que me aburría. Echaba de menos mis estudios, mis idas al colegio, mis domingos en la casa de Paco.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Pronto reanudarás tu vida normal —dijo ella.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Menudo cambio has dado —me dijo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Hay que aprovechar la libertad —dijo Paco—. A partir de mañana volveremos a la esclavitud.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Son cosas que pasan —dijo escuetamente.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Intentó disuadirme (debo reconocerlo). Me habló de «dificultades». Dijo que se trataba de un club «muy cerrado» y que no admitían a todo el mundo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Siempre dije que el ambiente del golf te embrutecería, Carlitos. Ahí lo tienes: ya empiezas a trastornarte.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	inauguración de la exposición catalana. De pronto, Paco dejó de invitarme. Pretextaba excusas sin fundamento cargadas de impertinencia: «Han llegado a Barcelona familias con muchachos de mi edad, ¿sabes, Honde? Debo atenderlos: son amigos de toda la vida... Así que no podré salir contigo.» Ni siquiera dijo «Lo siento», «es un fastidio» o «más adelante volveremos a vernos». Sencillamente me barría porque ya no le hacía falta. Se acabó el coche llevándome y trayéndome. Se acabó la clase de golf. Se acabó el almuerzo carambola, el té servido en el comedor,
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	una cuerda que pueda salvarlos. Entonces volví a fijarme en la señora de las cerezas. La vi crispada, con cierto ramalazo de ira en las pupilas. Se le había puesto en la cara una de esas expresiones que fulminan y despedazan. Habló. Mejor dicho: gritó. Y yo escuché lo que dijo entre acorde y acorde. Fue lo mismo que escuchar una sentencia de muerte. Lo dijo sin mirarme, pero se dirigía a mí aunque aparentemente llamara a sus hijos: «Luz, Rodolfo, Rosario.»
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	cerezas. La vi crispada, con cierto ramalazo de ira en las pupilas. Se le había puesto en la cara una de esas expresiones que fulminan y despedazan. Habló. Mejor dicho: gritó. Y yo escuché lo que dijo entre acorde y acorde. Fue lo mismo que escuchar una sentencia de muerte. Lo dijo sin mirarme, pero se dirigía a mí aunque aparentemente llamara a sus hijos: «Luz, Rodolfo, Rosario.»
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	a Biarritz.» «Lolita se clavó la púa de un erizo en una playa francesa.» Yo guardaba aquellas cartas como si fueran reliquias. Era mi único nexo con los Moraldo. Mientras aquellas cartas durasen, mis garantías estaban aseguradas. Eran prolongaciones extremas que más adelante nos obligarían a comentar: «Cuando me dijiste lo del tenis...» o «explícame lo que hiciste en Biarritz...» La vida comunicativa estaba hecha de pequeñeces de ese tipo: naderías ociosas que servían de eslabón para unir otras, acaso menos aparatosas, pero más íntimas y satisfactorias. No obstante, hacia el final del verano, Paco dejó de
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	a suponer la ruina para muchos.» Se miraban unos a otros sugestionados por el ambiente de terror que invadía el recinto. Quien más quien menos lo había conocido, había presumido de su amistad y acaso se hallara involucrado en algún negocio con aquel hombre. La repentina insolvencia de Freudman los dejaba perplejos: «Tú dijiste que lo conocías...» El aludido se replegaba, negaba, no quería ya ser «internacional». Se defendía diciendo que llevaba mucho tiempo sin salir de España. Se contradecía. Titubeaba. Yo no entendía... Me negaba a admitir que aquel hombre al que todos repudiaban, hubiera sido el mismo que en
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Afortunadamente, España está fuera de peligro —dijo con voz de falsete.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Fue un año inquieto, expectante, sumergido en confusionismo. La clase obrera, espoleada y angustiada por su larga cola de «parados», creaba problemas. Y, naturalmente, los estudiantes aportaban como de costumbre su consabida porción de disturbios. Cierta tarde la señora Moraldo dijo:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	como un interrogante: se adivinaban futuras alarmas, terrores todavía vagos, incertidumbres que nadie podía concretar. Frente a mí tenía a Lolita. No la miraba. Escuchaba el tintineo de su cuchara rozando el plato sopero, el deglutir de su garganta, el susurro de sus dientes masticando. Al llegar al postre me dijo:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Te quiero —le dije.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Yo también te quiero a ti —dijo claramente.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Entonces Lolita debió de acordarse de las películas que habíamos visto, de lo que los protagonistas hacían y decían en las escenas de amor y dijo una frase sublime:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Sí, lo sabía. Me lo dijo mi padre hace ya mucho tiempo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— No tardes en arreglarte: necesito hablar contigo en seguida —me dijo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Ha sido espantoso —dijo—. Me han prohibido que vuelva a verte.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— No es posible —dije—. No pueden hacernos esa guarrada.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Se han propuesto que te olvide —dijo Lolita—. Pero no van a conseguirlo, Carlos: vaya donde vaya y esté donde esté, tú irás conmigo.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Me ensucio en tu dinero —dije furioso.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Te habré contagiado el mío —dije—. No es bonito. Es un miedo de asco.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Tampoco mi madre es mala —dije gritando.—Ellos no me han dicho que tu madre fuera mala.—Lo piensan.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Hay algo peor que ser «republicano» —dije.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— ¿Recuerdas? ¿Recuerdas lo que me dijiste una vez? «Papá nunca, miente.» —Lolita entreabrió los labios pero no la dejé hablar—. Eso te habían hecho creer desde la infancia: «Los padres nunca mienten: los padres son señores respetables...» Eso es tu padre: un hombre digno de admiración, ¿no es cierto?
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Estoy planteando la cuestión —dije—. Estoy intentando demostrarte que tu padre es un canalla.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Eres muy dueña de no creerme. Si te gusta engañarte... Tu madre lo sabía: por eso la echó de casa. Por eso te dijo que cuando fueras mayor «te explicaría».
